tijdstip;locatie;component;waarde;LKI
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;CO;266,7;2
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,7;2
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;79,4;7
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;26,8;4
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;40,0;4
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,53;2
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;O3;13,6;1
2017-04-04 22:00:00+02:00;Amsterdam-Van Diemenstraat;CO;348,4;2
2017-04-04 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;58,4;5
2017-04-04 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;26,5;4
2017-04-04 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;40,8;4
2017-04-04 23:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,12;2
2017-04-04 23:00:00+02:00;Amsterdam-Van Diemenstraat;O3;31,8;3
