tijdstip;locatie;component;waarde;LKI
2017-04-07 22:00:00+02:00;Amsterdam-A10-West;PM10;27,47;3
2017-04-07 23:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-08 00:00:00+02:00;Amsterdam-A10-West;PM10;6,99;1
2017-04-08 01:00:00+02:00;Amsterdam-A10-West;PM10;24,91;3
2017-04-08 02:00:00+02:00;Amsterdam-A10-West;PM10;1,87;1
2017-04-08 03:00:00+02:00;Amsterdam-A10-West;PM10;13,39;2
2017-04-08 04:00:00+02:00;Amsterdam-A10-West;PM10;26,19;3
2017-04-08 05:00:00+02:00;Amsterdam-A10-West;PM10;4,43;1
2017-04-08 06:00:00+02:00;Amsterdam-A10-West;PM10;27,47;3
2017-04-08 08:00:00+02:00;Amsterdam-A10-West;PM10;12,11;2
2017-04-08 09:00:00+02:00;Amsterdam-A10-West;PM10;17,23;2
2017-04-08 10:00:00+02:00;Amsterdam-A10-West;PM10;1,87;1
2017-04-08 13:00:00+02:00;Amsterdam-A10-West;PM10;0,59;1
2017-04-08 14:00:00+02:00;Amsterdam-A10-West;PM10;0,59;1
2017-04-08 15:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-08 16:00:00+02:00;Amsterdam-A10-West;PM10;36,43;4
2017-04-08 17:00:00+02:00;Amsterdam-A10-West;PM10;18,51;2
2017-04-08 18:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-08 19:00:00+02:00;Amsterdam-A10-West;PM10;30,03;4
2017-04-08 20:00:00+02:00;Amsterdam-A10-West;PM10;28,75;3
2017-04-08 21:00:00+02:00;Amsterdam-A10-West;PM10;31,31;4
2017-04-08 22:00:00+02:00;Amsterdam-A10-West;PM10;4,43;1
2017-04-08 23:00:00+02:00;Amsterdam-A10-West;PM10;35,15;4
2017-04-09 00:00:00+02:00;Amsterdam-A10-West;PM10;24,91;3
2017-04-09 01:00:00+02:00;Amsterdam-A10-West;PM10;26,19;3
2017-04-09 02:00:00+02:00;Amsterdam-A10-West;PM10;23,63;3
2017-04-09 03:00:00+02:00;Amsterdam-A10-West;PM10;24,91;3
2017-04-09 04:00:00+02:00;Amsterdam-A10-West;PM10;15,95;2
2017-04-09 05:00:00+02:00;Amsterdam-A10-West;PM10;14,67;2
2017-04-09 06:00:00+02:00;Amsterdam-A10-West;PM10;22,35;3
2017-04-09 07:00:00+02:00;Amsterdam-A10-West;PM10;23,63;3
2017-04-09 08:00:00+02:00;Amsterdam-A10-West;PM10;28,75;3
2017-04-09 09:00:00+02:00;Amsterdam-A10-West;PM10;51,79;5
2017-04-09 10:00:00+02:00;Amsterdam-A10-West;PM10;40,27;4
2017-04-09 11:00:00+02:00;Amsterdam-A10-West;PM10;37,71;4
2017-04-09 12:00:00+02:00;Amsterdam-A10-West;PM10;33,87;4
2017-04-09 13:00:00+02:00;Amsterdam-A10-West;PM10;32,59;4
2017-04-09 14:00:00+02:00;Amsterdam-A10-West;PM10;22,35;3
2017-04-09 15:00:00+02:00;Amsterdam-A10-West;PM10;18,51;2
2017-04-09 16:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-09 17:00:00+02:00;Amsterdam-A10-West;PM10;41,55;4
2017-04-09 18:00:00+02:00;Amsterdam-A10-West;PM10;53,07;5
2017-04-09 19:00:00+02:00;Amsterdam-A10-West;PM10;60,75;6
2017-04-09 20:00:00+02:00;Amsterdam-A10-West;PM10;64,59;6
2017-04-09 21:00:00+02:00;Amsterdam-A10-West;PM10;65,87;6
2017-04-09 22:00:00+02:00;Amsterdam-A10-West;PM10;55,63;5
2017-04-09 23:00:00+02:00;Amsterdam-A10-West;PM10;38,99;4
2017-04-10 00:00:00+02:00;Amsterdam-A10-West;PM10;44,11;4
2017-04-10 01:00:00+02:00;Amsterdam-A10-West;PM10;26,19;3
2017-04-10 02:00:00+02:00;Amsterdam-A10-West;PM10;41,55;4
2017-04-10 03:00:00+02:00;Amsterdam-A10-West;PM10;32,59;4
2017-04-10 04:00:00+02:00;Amsterdam-A10-West;PM10;56,91;5
2017-04-10 05:00:00+02:00;Amsterdam-A10-West;PM10;17,23;2
2017-04-10 06:00:00+02:00;Amsterdam-A10-West;PM10;40,27;4
2017-04-10 07:00:00+02:00;Amsterdam-A10-West;PM10;12,11;2
2017-04-10 08:00:00+02:00;Amsterdam-A10-West;PM10;15,95;2
2017-04-10 09:00:00+02:00;Amsterdam-A10-West;PM10;18,51;2
2017-04-10 10:00:00+02:00;Amsterdam-A10-West;PM10;6,99;1
2017-04-10 11:00:00+02:00;Amsterdam-A10-West;PM10;4,43;1
2017-04-10 12:00:00+02:00;Amsterdam-A10-West;PM10;4,43;1
2017-04-10 13:00:00+02:00;Amsterdam-A10-West;PM10;1,87;1
2017-04-10 14:00:00+02:00;Amsterdam-A10-West;PM10;10,83;2
2017-04-10 15:00:00+02:00;Amsterdam-A10-West;PM10;14,67;2
2017-04-10 16:00:00+02:00;Amsterdam-A10-West;PM10;15,95;2
2017-04-10 17:00:00+02:00;Amsterdam-A10-West;PM10;13,39;2
2017-04-10 18:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-10 19:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-10 20:00:00+02:00;Amsterdam-A10-West;PM10;13,39;2
2017-04-10 21:00:00+02:00;Amsterdam-A10-West;PM10;30,03;4
2017-04-10 22:00:00+02:00;Amsterdam-A10-West;PM10;14,67;2
2017-04-10 23:00:00+02:00;Amsterdam-A10-West;PM10;15,95;2
2017-04-11 00:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-11 01:00:00+02:00;Amsterdam-A10-West;PM10;13,39;2
