tijdstip;locatie;component;waarde;LKI
2017-04-04 15:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,16;2
2017-04-04 16:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;45,2;5
2017-04-04 16:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,7;3
2017-04-04 16:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;21,8;2
2017-04-04 16:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,3;2
2017-04-04 17:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;41,4;4
2017-04-04 17:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,7;3
2017-04-04 17:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;9,2;1
2017-04-04 17:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,0;2
2017-04-04 18:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,6;1
2017-04-04 18:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;30,3;4
2017-04-04 18:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;20,2;3
2017-04-04 18:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,84;1
2017-04-04 19:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;39,4;4
2017-04-04 19:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;17,7;2
2017-04-04 19:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;7,2;1
2017-04-04 19:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,05;2
2017-04-04 20:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;52,0;5
2017-04-04 20:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;23,2;3
2017-04-04 20:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,7;1
2017-04-04 20:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,45;2
2017-04-04 21:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;26,8;3
2017-04-04 21:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;65,2;6
2017-04-04 21:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,3;1
2017-04-04 21:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;2,03;2
2017-04-04 22:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;91,2;7
2017-04-04 22:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;36,9;4
2017-04-04 22:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;19,5;2
2017-04-04 22:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;3,3;3
2017-04-04 23:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;64,0;6
2017-04-04 23:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;37,6;4
2017-04-04 23:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,4;1
2017-04-04 23:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;2,03;2
2017-04-05 00:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,7;1
2017-04-05 00:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,62;2
2017-04-05 00:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;46,1;5
2017-04-05 00:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;54,4;5
2017-04-05 01:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;56,4;5
2017-04-05 01:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;55,1;5
2017-04-05 01:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,0;1
2017-04-05 01:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,45;2
2017-04-05 02:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;56,6;5
2017-04-05 02:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;51,6;5
2017-04-05 02:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;7,8;1
2017-04-05 02:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,67;2
2017-04-05 03:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;47,4;5
2017-04-05 03:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;45,3;5
2017-04-05 03:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;4,0;1
2017-04-05 03:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,67;2
2017-04-05 04:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;23,8;3
2017-04-05 04:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;31,6;4
2017-04-05 04:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;1,4;1
2017-04-05 04:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,06;2
2017-04-05 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;21,6;3
2017-04-05 05:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;28,2;3
2017-04-05 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,1;1
2017-04-05 05:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,79;1
2017-04-05 06:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;13,2;2
2017-04-05 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;4,4;1
2017-04-05 06:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,47;1
2017-04-05 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;17,3;2
