tijdstip;locatie;component;waarde;LKI
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,37;3
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;74,0;6
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;18,1;3
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;28,8;3
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,25;2
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,55;1
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;18,2;2
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,86;1
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,42;3
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;58,2;5
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;14,5;2
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;27,8;3
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,57;2
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,42;1
2017-04-04 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,4;1
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,19;1
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,06;2
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;38,4;4
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;14,9;2
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,2;3
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,17;2
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,1;1
2017-04-04 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;1,6;1
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;0,83;1
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;2,27;2
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;37,9;4
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;25,2;4
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,2;3
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,22;2
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;0,94;1
2017-04-04 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;1,3;1
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,05;1
